house_id,Type,Location,Area,Bath(s),Bedroom(s),Price,Area_Marlas
46326643,house,"dha defence, lahore, punjab",1 Kanal,6,5,75500000,20.0
46952582,house,"bahria orchard, lahore, punjab",8 Marla,5,5,25000000,8.0
47357581,house,"paragon city, lahore, punjab",10 Marla,6,5,47000000,10.0
47397157,flat,"askari, lahore, punjab",10 Marla,3,3,28000000,10.0
43109993,house,"dha defence, lahore, punjab",8 Marla,5,4,43500000,8.0
47357357,house,"paragon city, lahore, punjab",10 Marla,5,4,48000000,10.0
47266757,house,"bahria orchard, lahore, punjab",5 Marla,4,4,18000000,5.0
46600922,house,"bahria orchard, lahore, punjab",5 Marla,4,4,18000000,5.0
46600920,house,"bahria orchard, lahore, punjab",5 Marla,4,4,18000000,5.0
47397026,house,"bahria orchard, lahore, punjab",10 Marla,5,5,37000000,10.0
47341671,house,"khayaban-e-amin, lahore, punjab",5 Marla,2,2,6900000,5.0
47397153,flat,"askari, lahore, punjab",10 Marla,4,3,27200000,10.0
36632892,house,"dha defence, lahore, punjab",10 Marla,5,4,37000000,10.0
47266753,house,"bahria orchard, lahore, punjab",8 Marla,4,4,25000000,8.0
47179318,house,other,2.5 Marla,3,3,5500000,2.5
46982241,house,"dha defence, lahore, punjab",1 Kanal,6,5,72000000,20.0
39253174,house,"dha defence, lahore, punjab",10 Marla,5,4,48500000,10.0
39150489,house,"dha defence, lahore, punjab",10 Marla,5,4,54500000,10.0
42995171,house,"dha defence, lahore, punjab",10 Marla,5,4,34900000,10.0
47252993,house,"bahria orchard, lahore, punjab",5 Marla,5,3,17500000,5.0
45253396,house,"dha defence, lahore, punjab",1 Kanal,5,5,78500000,20.0
45340359,house,"dha defence, lahore, punjab",2 Kanal,6,6,145000000,40.0
39321958,house,"dha defence, lahore, punjab",10 Marla,5,4,43500000,10.0
43692140,house,"dha defence, lahore, punjab",1 Kanal,6,5,87000000,20.0
44267004,house,"dha defence, lahore, punjab",1 Kanal,6,5,64500000,20.0
46836160,house,"bahria orchard, lahore, punjab",10 Marla,6,4,26000000,10.0
45604924,house,"dha defence, lahore, punjab",1 Kanal,6,6,72000000,20.0
45498134,house,"dha defence, lahore, punjab",1.3 Kanal,6,6,78500000,26.0
47386620,house,"central park housing scheme, lahore, punjab",5 Marla,5,4,16500000,5.0
47361452,house,"bahria orchard, lahore, punjab",5 Marla,5,3,17500000,5.0
45525241,house,"dha defence, lahore, punjab",1 Kanal,6,5,60000000,20.0
46643174,house,"central park housing scheme, lahore, punjab",5 Marla,4,4,15800000,5.0
47294448,house,"dha defence, lahore, punjab",1 Kanal,6,5,57000000,20.0
46970789,house,other,3 Marla,3,3,10000000,3.0
47049303,house,"central park housing scheme, lahore, punjab",5 Marla,4,4,15500000,5.0
36632889,house,"dha defence, lahore, punjab",10 Marla,5,4,35000000,10.0
45438785,house,"dha defence, lahore, punjab",1 Kanal,6,5,88800000,20.0
46600927,house,"bahria orchard, lahore, punjab",5 Marla,4,4,18000000,5.0
39150483,house,"dha defence, lahore, punjab",10 Marla,5,4,42500000,10.0
38893238,house,"dha defence, lahore, punjab",10 Marla,5,4,42500000,10.0
38893313,house,"dha defence, lahore, punjab",10 Marla,5,4,39700000,10.0
47371331,house,other,5 Marla,5,3,15000000,5.0
44586079,house,"dha defence, lahore, punjab",10 Marla,5,4,37500000,10.0
47362042,flat,"askari, lahore, punjab",10 Marla,4,3,34000000,10.0
47009351,house,"dha defence, lahore, punjab",10 Marla,6,4,38500000,10.0
47166328,house,"dha defence, lahore, punjab",1 Kanal,6,6,149000000,20.0
47396927,house,"dha defence, lahore, punjab",10 Marla,4,4,39500000,10.0
47377360,house,"central park housing scheme, lahore, punjab",8 Marla,5,4,20000000,8.0
47396930,house,"dha defence, lahore, punjab",10 Marla,4,4,41000000,10.0
47396934,house,"dha defence, lahore, punjab",10 Marla,4,4,39000000,10.0
47396928,house,"dha defence, lahore, punjab",10 Marla,4,4,40000000,10.0
47396939,house,"dha defence, lahore, punjab",10 Marla,4,4,46500000,10.0
47396940,house,"dha defence, lahore, punjab",10 Marla,4,4,44500000,10.0
47396941,house,"dha defence, lahore, punjab",10 Marla,4,4,45000000,10.0
46846231,flat,"askari, lahore, punjab",10 Marla,4,3,32000000,10.0
46948106,house,"bahria town, lahore, punjab",5 Marla,3,3,16200000,5.0
46524780,house,other,4 Marla,2,3,6600000,4.0
46711626,flat,"bahria orchard, lahore, punjab",5 Marla,1,2,5000000,5.0
46074559,house,"khayaban-e-amin, lahore, punjab",5 Marla,1,2,7200000,5.0
46719765,house,"dha defence, lahore, punjab",1 Kanal,5,5,77000000,20.0
46711657,house,"bahria orchard, lahore, punjab",5 Marla,3,3,7500000,5.0
47396909,house,"dha defence, lahore, punjab",1 Kanal,5,5,91000000,20.0
47396915,house,"dha defence, lahore, punjab",1 Kanal,5,5,72000000,20.0
47396918,house,"dha defence, lahore, punjab",1 Kanal,5,5,82500000,20.0
47396929,house,"dha defence, lahore, punjab",10 Marla,4,4,40500000,10.0
47396908,house,"dha defence, lahore, punjab",1 Kanal,5,5,72500000,20.0
47396907,house,"dha defence, lahore, punjab",1 Kanal,5,5,105000000,20.0
47314757,flat,"askari, lahore, punjab",12 Marla,6,4,30500000,12.0
47396919,house,"dha defence, lahore, punjab",1 Kanal,5,5,72000000,20.0
47394344,flat,"askari, lahore, punjab",12 Marla,6,4,31500000,12.0
43531738,house,"dha defence, lahore, punjab",1 Kanal,7,6,89500000,20.0
47393514,house,"dha defence, lahore, punjab",1 Kanal,6,5,115000000,20.0
47394343,flat,"askari, lahore, punjab",10 Marla,4,3,34000000,10.0
47242994,flat,"askari, lahore, punjab",10 Marla,4,3,24500000,10.0
47337240,flat,"dha defence, lahore, punjab",5 Marla,2,1,32000000,5.0
47396910,house,"dha defence, lahore, punjab",1 Kanal,5,5,70000000,20.0
46297900,house,"state life housing society, lahore, punjab",1 Kanal,6,5,64500000,20.0
46907014,house,"dha defence, lahore, punjab",10 Marla,5,4,46000000,10.0
45624689,house,"dha defence, lahore, punjab",5 Marla,5,4,19500000,5.0
47378361,house,"dha defence, lahore, punjab",1.1 Kanal,6,6,71000000,22.0
45621734,house,"dha defence, lahore, punjab",10 Marla,5,4,45000000,10.0
46968721,house,other,5 Marla,4,3,15000000,5.0
46955326,house,other,9 Marla,6,5,25000000,9.0
45621739,house,"dha defence, lahore, punjab",10 Marla,5,4,47000000,10.0
43759880,house,"dha defence, lahore, punjab",10 Marla,5,4,46000000,10.0
47390105,house,"bahria town, lahore, punjab",5 Marla,5,5,36500000,5.0
42300822,house,"dha defence, lahore, punjab",10 Marla,6,5,52500000,10.0
47364369,house,"raiwind road, lahore, punjab",3 Marla,3,3,11500000,3.0
47111268,house,"bahria town, lahore, punjab",6.1 Marla,4,3,16500000,6.1
47006229,house,"dha defence, lahore, punjab",2 Kanal,6,5,247500000,40.0
46996019,house,"dha defence, lahore, punjab",2 Kanal,6,7,420000000,40.0
47272581,house,"dha defence, lahore, punjab",1 Kanal,6,5,67000000,20.0
45729623,house,"dha defence, lahore, punjab",5 Marla,4,3,20500000,5.0
45731709,house,"dha defence, lahore, punjab",5 Marla,4,3,20600000,5.0
45724681,house,"dha defence, lahore, punjab",5 Marla,4,3,19700000,5.0
45724679,house,"dha defence, lahore, punjab",5 Marla,4,3,19600000,5.0
45711353,house,"dha defence, lahore, punjab",5 Marla,6,5,19600000,5.0
45724684,house,"dha defence, lahore, punjab",5 Marla,4,3,19300000,5.0
45729327,house,"dha defence, lahore, punjab",5 Marla,4,3,20300000,5.0
45640064,house,"dha defence, lahore, punjab",5 Marla,4,3,19600000,5.0
42745179,house,"dha defence, lahore, punjab",10 Marla,5,4,47500000,10.0
46066104,house,"johar town, lahore, punjab",10 Marla,6,5,46500000,10.0
47015586,house,other,4 Marla,4,3,11500000,4.0
46993895,house,"dha defence, lahore, punjab",1 Kanal,6,5,63000000,20.0
47309420,house,other,3 Marla,3,3,8100000,3.0
46896823,house,"bahria orchard, lahore, punjab",5 Marla,4,4,12600000,5.0
46904285,house,other,4 Marla,3,3,15000000,4.0
46907385,house,"bahria orchard, lahore, punjab",5 Marla,4,4,15900000,5.0
46753448,house,"dha defence, lahore, punjab",10 Marla,6,4,35000000,10.0
46733917,house,"dha defence, lahore, punjab",5 Marla,4,3,20500000,5.0
46734453,house,"dha defence, lahore, punjab",5 Marla,4,3,20300000,5.0
47363501,house,other,7.6 Marla,4,4,25800000,7.6
45841561,house,"dha defence, lahore, punjab",5 Marla,4,3,21000000,5.0
46899065,house,"bahria orchard, lahore, punjab",8 Marla,5,5,23400000,8.0
47180574,house,other,10 Marla,6,6,41000000,10.0
47356772,flat,other,3 Marla,1,1,8400000,3.0
47363500,house,other,7 Marla,4,4,29900000,7.0
45835867,house,"dha defence, lahore, punjab",10 Marla,5,4,37500000,10.0
46544342,house,"bahria town, lahore, punjab",5 Marla,3,3,21500000,5.0
45731845,house,"dha defence, lahore, punjab",5 Marla,4,3,20700000,5.0
47369212,flat,"askari, lahore, punjab",12 Marla,4,4,32500000,12.0
46438069,house,"bahria orchard, lahore, punjab",5 Marla,4,4,18000000,5.0
47371338,house,"askari, lahore, punjab",10 Marla,4,3,40500000,10.0
46514477,house,"bahria town, lahore, punjab",5 Marla,3,3,23000000,5.0
46644060,house,"central park housing scheme, lahore, punjab",3.5 Marla,4,3,11300000,3.5
46597011,house,other,3 Marla,3,3,5400000,3.0
47267549,house,"bahria orchard, lahore, punjab",5 Marla,4,4,16200000,5.0
47082179,house,other,3 Marla,3,3,14200000,3.0
46916360,house,other,10 Marla,5,5,29000000,10.0
46598583,house,"central park housing scheme, lahore, punjab",3.5 Marla,4,4,12500000,3.5
46560439,house,other,3 Marla,2,1,3700000,3.0
47000434,house,"raiwind road, lahore, punjab",5 Marla,5,5,28000000,5.0
32488676,house,other,1 Kanal,7,6,60000000,20.0
47250331,house,"park view city, lahore, punjab",5 Marla,4,4,19000000,5.0
47291148,house,"bahria orchard, lahore, punjab",8 Marla,4,4,25000000,8.0
46630371,house,"park view city, lahore, punjab",6 Marla,5,5,23000000,6.0
46346888,house,"central park housing scheme, lahore, punjab",10 Marla,5,5,30000000,10.0
46724819,house,other,10 Marla,5,5,30000000,10.0
45349216,house,other,2.5 Marla,3,3,11500000,2.5
47392002,house,"dha defence, lahore, punjab",2 Kanal,5,6,120000000,40.0
47364374,house,"raiwind road, lahore, punjab",3 Marla,3,3,12500000,3.0
47364381,house,"raiwind road, lahore, punjab",3 Marla,3,3,12000000,3.0
47210994,house,"dha defence, lahore, punjab",1 Kanal,5,5,105000000,20.0
46940021,house,"gt road, lahore, punjab",5 Marla,5,4,13700000,5.0
45840272,house,"gt road, lahore, punjab",3 Marla,5,4,11600000,3.0
47210998,house,"dha defence, lahore, punjab",1 Kanal,5,5,105000000,20.0
46511792,house,"gt road, lahore, punjab",3 Marla,4,3,8000000,3.0
45533645,flat,"bahria town, lahore, punjab",1.3 Marla,1,1,5100000,1.3
45533652,flat,"bahria town, lahore, punjab",2.3 Marla,1,1,8500000,2.3
47291153,house,"bahria orchard, lahore, punjab",10 Marla,5,5,32500000,10.0
45533647,flat,"bahria town, lahore, punjab",2.2 Marla,1,1,5500000,2.2
47362773,house,"dha defence, lahore, punjab",5 Marla,4,3,19900000,5.0
47218414,house,"park view city, lahore, punjab",10 Marla,6,5,37000000,10.0
47291492,house,"gt road, lahore, punjab",5 Marla,5,4,13500000,5.0
47390916,house,other,5 Marla,3,3,12500000,5.0
47092187,house,"paragon city, lahore, punjab",10 Marla,6,5,47500000,10.0
47291481,house,"gt road, lahore, punjab",5 Marla,5,4,15000000,5.0
47230034,house,"dha defence, lahore, punjab",2 Kanal,6,6,420000000,40.0
46247881,house,"dha defence, lahore, punjab",1 Kanal,6,5,69500000,20.0
46265069,house,"dha defence, lahore, punjab",1 Kanal,6,5,79200000,20.0
47216402,house,"dha defence, lahore, punjab",1 Kanal,5,5,147500000,20.0
45665659,house,"dha defence, lahore, punjab",1 Kanal,5,5,115000000,20.0
44586361,house,"dha defence, lahore, punjab",10 Marla,5,4,38500000,10.0
47362784,house,"dha defence, lahore, punjab",5 Marla,4,4,21200000,5.0
47362568,house,"dha defence, lahore, punjab",5 Marla,5,3,21500000,5.0
47216385,house,"dha defence, lahore, punjab",1 Kanal,5,5,107500000,20.0
47148820,house,"bahria orchard, lahore, punjab",8 Marla,5,5,22500000,8.0
47396627,house,"dha defence, lahore, punjab",5 Marla,5,3,21200000,5.0
47268551,house,other,10 Marla,6,6,42000000,10.0
47391222,house,"askari, lahore, punjab",10 Marla,3,3,42500000,10.0
47016658,house,"park view city, lahore, punjab",5 Marla,5,4,17000000,5.0
47218515,house,"park view city, lahore, punjab",5 Marla,5,4,17000000,5.0
46291053,house,"paragon city, lahore, punjab",10 Marla,6,5,28000000,10.0
47363598,house,other,8 Marla,5,4,27500000,8.0
45712829,house,"paragon city, lahore, punjab",4 Marla,4,3,14500000,4.0
45655659,house,"paragon city, lahore, punjab",5 Marla,4,3,24500000,5.0
45699354,house,"paragon city, lahore, punjab",5 Marla,4,3,22000000,5.0
45718600,house,"paragon city, lahore, punjab",4 Marla,4,3,14500000,4.0
47215737,house,"khayaban-e-amin, lahore, punjab",5 Marla,1,2,7700000,5.0
44584728,house,"dha defence, lahore, punjab",10 Marla,5,4,35500000,10.0
47118403,house,"khayaban-e-amin, lahore, punjab",5 Marla,3,3,14500000,5.0
47302899,house,"dha defence, lahore, punjab",5 Marla,4,3,19000000,5.0
46399849,house,other,8 Marla,6,6,26000000,8.0
46227882,house,"dha defence, lahore, punjab",10 Marla,5,4,48900000,10.0
47106172,house,"bahria town, lahore, punjab",5 Marla,3,3,21000000,5.0
46694047,house,"dha defence, lahore, punjab",1 Kanal,6,6,82500000,20.0
46740859,house,"dha defence, lahore, punjab",1 Kanal,6,5,77500000,20.0
46791935,house,"dha defence, lahore, punjab",2 Kanal,6,7,150000000,40.0
46740965,house,"dha defence, lahore, punjab",1 Kanal,6,5,72500000,20.0
46847595,house,"dha defence, lahore, punjab",10 Marla,5,4,39000000,10.0
47210749,house,"dha defence, lahore, punjab",1 Kanal,5,5,125000000,20.0
47229644,house,"dha defence, lahore, punjab",10 Marla,5,4,40000000,10.0
47396499,house,"bahria town, lahore, punjab",5 Marla,5,3,26000000,5.0
46802326,house,"state life housing society, lahore, punjab",1 Kanal,6,5,59500000,20.0
47100576,house,"dha defence, lahore, punjab",1 Kanal,6,5,92000000,20.0
45836019,house,"dha defence, lahore, punjab",10 Marla,5,4,44500000,10.0
47236568,house,"khayaban-e-amin, lahore, punjab",5 Marla,2,3,13000000,5.0
46130508,house,"raiwind road, lahore, punjab",1 Kanal,6,5,85000000,20.0
47044129,house,"dha defence, lahore, punjab",1 Kanal,6,5,84500000,20.0
47075758,house,"dha defence, lahore, punjab",1 Kanal,6,6,77000000,20.0
47204321,house,"raiwind road, lahore, punjab",10 Marla,6,6,47500000,10.0
47389138,house,other,10 Marla,6,4,40000000,10.0
46801356,house,"raiwind road, lahore, punjab",1 Kanal,6,5,83500000,20.0
47260442,house,"dha defence, lahore, punjab",1 Kanal,6,5,79500000,20.0
47026334,house,"dha defence, lahore, punjab",5 Marla,4,3,21000000,5.0
46939960,house,"dha defence, lahore, punjab",1 Kanal,6,5,135000000,20.0
46940057,house,"dha defence, lahore, punjab",1 Kanal,6,5,125000000,20.0
46111744,house,"dha defence, lahore, punjab",1 Kanal,6,5,58000000,20.0
47149651,flat,"askari, lahore, punjab",10 Marla,3,3,42500000,10.0
47267610,house,"raiwind road, lahore, punjab",5 Marla,5,4,18000000,5.0
47368586,house,"dha defence, lahore, punjab",1 Kanal,6,5,107000000,20.0
47382161,house,"park view city, lahore, punjab",10 Marla,6,6,31800000,10.0
47027736,house,"bahria orchard, lahore, punjab",5 Marla,5,3,15500000,5.0
47026057,house,"dha defence, lahore, punjab",10 Marla,5,4,53000000,10.0
47025765,house,"dha defence, lahore, punjab",10 Marla,5,4,39000000,10.0
47040117,house,"bahria orchard, lahore, punjab",5 Marla,4,3,16000000,5.0
47382222,house,"park view city, lahore, punjab",5 Marla,4,4,16000000,5.0
47116286,house,"raiwind road, lahore, punjab",3 Marla,4,3,14500000,3.0
47063789,house,"bahria town, lahore, punjab",5 Marla,5,3,16500000,5.0
47378230,house,"dha defence, lahore, punjab",5 Marla,4,3,33000000,5.0
47388710,house,"johar town, lahore, punjab",10 Marla,6,6,37000000,10.0
47111281,house,"raiwind road, lahore, punjab",1 Kanal,6,7,95000000,20.0
47113445,house,"raiwind road, lahore, punjab",3 Marla,4,3,12200000,3.0
46792135,house,"dha defence, lahore, punjab",1 Kanal,5,5,69500000,20.0
47388772,house,"johar town, lahore, punjab",1 Kanal,6,6,95000000,20.0
47113352,house,"raiwind road, lahore, punjab",3 Marla,4,3,12300000,3.0
47084082,house,other,2.6 Marla,3,3,6595000,2.6
45237365,house,other,2.3 Marla,3,3,5800000,2.3
47077638,house,other,10 Marla,5,5,35500000,10.0
42357463,house,other,3 Marla,4,5,7500000,3.0
47080289,house,other,5 Marla,3,3,22500000,5.0
44772721,house,"dha defence, lahore, punjab",1 Kanal,6,5,92500000,20.0
47246037,house,"dha defence, lahore, punjab",1 Kanal,5,5,63000000,20.0
45000438,house,"dha defence, lahore, punjab",5 Marla,4,3,26000000,5.0
47129018,house,other,2.5 Marla,3,3,5995000,2.5
47128018,house,other,2.5 Marla,3,3,6500000,2.5
47113600,house,other,3 Marla,3,3,7950000,3.0
47084210,house,other,2 Marla,3,2,4995000,2.0
47095864,house,other,2.5 Marla,2,2,5850000,2.5
47302434,house,"dha defence, lahore, punjab",5 Marla,4,4,24500000,5.0
47357528,house,"dha defence, lahore, punjab",5 Marla,4,3,21500000,5.0
47354436,house,"askari, lahore, punjab",10 Marla,5,4,44800000,10.0
47034745,house,"askari, lahore, punjab",1 Kanal,4,5,75000000,20.0
46905595,house,other,5.5 Marla,4,4,18500000,5.5
47307781,house,"dha defence, lahore, punjab",10 Marla,5,4,46500000,10.0
47228394,house,"dha defence, lahore, punjab",5 Marla,4,3,30000000,5.0
47241018,house,other,5 Marla,5,4,9500000,5.0
47241019,house,other,5 Marla,5,4,9500000,5.0
47326465,house,other,5 Marla,3,2,6500000,5.0
47241034,house,other,5 Marla,5,4,9500000,5.0
47241023,house,other,5 Marla,5,4,9500000,5.0
25467291,house,"dha defence, lahore, punjab",1 Kanal,6,5,82000000,20.0
27328316,house,"dha defence, lahore, punjab",10 Marla,6,4,42000000,10.0
25466065,house,"dha defence, lahore, punjab",1 Kanal,6,5,65000000,20.0
18681046,house,"dha defence, lahore, punjab",1 Kanal,6,5,80000000,20.0
18269840,house,"dha defence, lahore, punjab",10 Marla,5,4,50000000,10.0
23807745,house,"dha defence, lahore, punjab",10 Marla,5,4,54000000,10.0
47125679,house,"dha defence, lahore, punjab",1 Kanal,6,5,79500000,20.0
23808022,house,"dha defence, lahore, punjab",10 Marla,5,4,42500000,10.0
47323348,flat,"askari, lahore, punjab",10 Marla,4,3,31000000,10.0
44660876,house,other,4 Marla,3,4,7800000,4.0
47266385,flat,"dha defence, lahore, punjab",10 Marla,4,3,54500000,10.0
47051389,house,"dha defence, lahore, punjab",5 Marla,4,3,22500000,5.0
47051460,house,"dha defence, lahore, punjab",5 Marla,4,4,25500000,5.0
45378452,house,"state life housing society, lahore, punjab",1 Kanal,6,6,51000000,20.0
45378225,house,"state life housing society, lahore, punjab",1 Kanal,6,6,51000000,20.0
45533551,house,"dha defence, lahore, punjab",10 Marla,6,4,39500000,10.0
28162835,house,"dha defence, lahore, punjab",1 Kanal,8,7,80000000,20.0
28162541,house,"dha defence, lahore, punjab",1 Kanal,6,5,91500000,20.0
47301886,flat,"askari, lahore, punjab",10 Marla,4,3,26500000,10.0
27835382,house,"dha defence, lahore, punjab",1 Kanal,8,7,77000000,20.0
47143133,house,"raiwind road, lahore, punjab",7 Marla,6,5,34000000,7.0
29700886,house,"dha defence, lahore, punjab",1 Kanal,6,7,95000000,20.0
46207897,house,other,5 Marla,5,3,13500000,5.0
47169666,house,"central park housing scheme, lahore, punjab",1 Kanal,6,7,42500000,20.0
46467788,house,other,5 Marla,3,3,14000000,5.0
47051662,house,"dha defence, lahore, punjab",10 Marla,4,3,37500000,10.0
47051512,house,"dha defence, lahore, punjab",10 Marla,5,4,52500000,10.0
47395678,flat,"askari, lahore, punjab",10 Marla,4,3,26500000,10.0
47395750,flat,"askari, lahore, punjab",10 Marla,4,3,30000000,10.0
47395677,flat,"askari, lahore, punjab",10 Marla,4,3,26500000,10.0
47395751,flat,"askari, lahore, punjab",10 Marla,4,3,30000000,10.0
46793232,house,"central park housing scheme, lahore, punjab",10 Marla,6,5,26000000,10.0
46582821,flat,"dha defence, lahore, punjab",7.3 Marla,2,2,52000000,7.3
46500892,flat,"askari, lahore, punjab",11 Marla,4,3,32000000,11.0
46936731,house,"raiwind road, lahore, punjab",3 Marla,3,3,11000000,3.0
47140090,house,"bahria town, lahore, punjab",1 Kanal,6,6,84000000,20.0
46842956,house,"dha defence, lahore, punjab",1 Kanal,6,5,97000000,20.0
46844534,house,"dha defence, lahore, punjab",1 Kanal,6,5,119500000,20.0
47125109,flat,"bahria town, lahore, punjab",1.8 Marla,1,1,6000000,1.8
46844001,house,"dha defence, lahore, punjab",1 Kanal,6,5,72500000,20.0
46768078,house,"dha defence, lahore, punjab",2 Kanal,6,6,430000000,40.0
46769972,house,"dha defence, lahore, punjab",2 Kanal,6,6,190000000,40.0
46739811,house,"dha defence, lahore, punjab",2 Kanal,6,6,335000000,40.0
47144012,house,other,16 Marla,4,4,37500000,16.0
47385355,house,"dha defence, lahore, punjab",1 Kanal,6,6,180000000,20.0
46805233,house,"dha defence, lahore, punjab",1 Kanal,6,6,79900000,20.0
47210911,house,"dha defence, lahore, punjab",1 Kanal,5,5,102500000,20.0
47386400,flat,"bahria town, lahore, punjab",2.2 Marla,1,1,7000000,2.2
47210908,house,"dha defence, lahore, punjab",2 Kanal,5,5,310000000,40.0
46843942,house,"central park housing scheme, lahore, punjab",1 Kanal,6,6,28500000,20.0
47182604,house,"dha defence, lahore, punjab",1 Kanal,6,5,49900000,20.0
45028645,house,"dha defence, lahore, punjab",1 Kanal,6,5,69000000,20.0
47395453,flat,"gulberg, lahore, punjab",3.8 Marla,2,2,35700000,3.8
47395463,flat,"gulberg, lahore, punjab",2.6 Marla,2,2,24100000,2.6
47395535,house,other,5 Marla,3,3,16500000,5.0
47395454,flat,"gulberg, lahore, punjab",2.7 Marla,2,2,24900000,2.7
46861852,house,"dha defence, lahore, punjab",1 Kanal,6,5,87500000,20.0
44585778,house,"dha defence, lahore, punjab",10 Marla,5,4,37500000,10.0
43692772,house,"dha defence, lahore, punjab",1 Kanal,6,5,72500000,20.0
46527589,house,"dha defence, lahore, punjab",10 Marla,5,4,46500000,10.0
44585788,house,"dha defence, lahore, punjab",10 Marla,5,4,41500000,10.0
43692519,house,"dha defence, lahore, punjab",1 Kanal,6,5,69500000,20.0
47382243,flat,"bahria town, lahore, punjab",2.3 Marla,1,1,6500000,2.3
47090345,house,"dha 11 rahbar, lahore, punjab",5 Marla,4,4,20000000,5.0
46452239,house,"dha defence, lahore, punjab",5 Marla,4,3,21500000,5.0
47358928,house,"bahria town, lahore, punjab",1 Kanal,6,5,78500000,20.0
47358878,house,"bahria town, lahore, punjab",10 Marla,6,5,37500000,10.0
47357471,house,"bahria town, lahore, punjab",10 Marla,6,5,38500000,10.0
47358544,house,"bahria orchard, lahore, punjab",5 Marla,4,3,15000000,5.0
47358478,house,"bahria town, lahore, punjab",8 Marla,4,3,19000000,8.0
47358512,house,"bahria town, lahore, punjab",5 Marla,4,3,18000000,5.0
47395465,flat,"gulberg, lahore, punjab",2.4 Marla,2,2,20900000,2.4
47347326,house,"bahria town, lahore, punjab",8 Marla,5,4,26500000,8.0
47301887,flat,"askari, lahore, punjab",10 Marla,4,3,24500000,10.0
44585346,house,"dha defence, lahore, punjab",10 Marla,5,4,39500000,10.0
45667705,house,"dha defence, lahore, punjab",1 Kanal,6,5,74000000,20.0
46526326,house,"dha defence, lahore, punjab",1 Kanal,6,5,75500000,20.0
45697509,flat,"gulberg, lahore, punjab",6.8 Marla,2,2,38100000,6.8
47141578,flat,"askari, lahore, punjab",10 Marla,3,3,26500000,10.0
44934036,house,"dha defence, lahore, punjab",5 Marla,5,4,19500000,5.0
47316351,house,"dha defence, lahore, punjab",2 Kanal,6,6,220000000,40.0
47316353,house,"dha defence, lahore, punjab",2 Kanal,6,6,230000000,40.0
47293280,house,other,10 Marla,5,5,44000000,10.0
47316350,house,"dha defence, lahore, punjab",2 Kanal,6,6,210000000,40.0
47316332,house,"dha defence, lahore, punjab",2 Kanal,6,6,190000000,40.0
47395400,flat,"askari, lahore, punjab",10 Marla,4,3,24500000,10.0
47324209,house,"raiwind road, lahore, punjab",3 Marla,3,3,11800000,3.0
47324210,house,"raiwind road, lahore, punjab",3 Marla,3,3,12800000,3.0
47324212,house,"raiwind road, lahore, punjab",3 Marla,3,3,12700000,3.0
47028819,house,"dha defence, lahore, punjab",5 Marla,4,3,30000000,5.0
47324207,house,"raiwind road, lahore, punjab",3 Marla,3,3,12800000,3.0
47324211,house,"raiwind road, lahore, punjab",3 Marla,3,3,19000000,3.0
47324919,house,other,10 Marla,3,3,19900000,10.0
47316357,house,"dha defence, lahore, punjab",2 Kanal,6,6,240000000,40.0
47324221,house,"raiwind road, lahore, punjab",3 Marla,3,3,19000000,3.0
47324220,house,"raiwind road, lahore, punjab",3 Marla,3,3,12500000,3.0
47324218,house,"raiwind road, lahore, punjab",3 Marla,3,3,12200000,3.0
42974301,house,"dha defence, lahore, punjab",10 Marla,6,5,42500000,10.0
47210382,house,"dha defence, lahore, punjab",1 Kanal,6,5,90000000,20.0
47281290,flat,"askari, lahore, punjab",10 Marla,4,3,24500000,10.0
47395194,flat,"askari, lahore, punjab",11.1 Marla,4,3,31800000,11.1
47395141,house,"bahria orchard, lahore, punjab",5 Marla,2,2,4900000,5.0
47384755,house,other,10 Marla,4,4,32500000,10.0
47319142,house,other,3 Marla,4,4,12000000,3.0
46897970,house,other,7 Marla,6,5,23000000,7.0
47210544,house,"dha defence, lahore, punjab",1 Kanal,6,5,160000000,20.0
47384757,house,other,10 Marla,5,5,55000000,10.0
44497468,house,"dha defence, lahore, punjab",10 Marla,5,5,54000000,10.0
47324223,house,"raiwind road, lahore, punjab",3 Marla,3,3,11500000,3.0
47382659,house,"dha defence, lahore, punjab",1 Kanal,5,5,125000000,20.0
47324222,house,"raiwind road, lahore, punjab",3 Marla,3,3,11800000,3.0
44183650,house,"dha defence, lahore, punjab",1 Kanal,6,5,75000000,20.0
45175803,house,"dha defence, lahore, punjab",1 Kanal,5,5,62500000,20.0
47209796,house,"dha defence, lahore, punjab",2 Kanal,6,5,160000000,40.0
47285264,house,"state life housing society, lahore, punjab",10 Marla,5,4,37500000,10.0
43974844,house,"dha defence, lahore, punjab",5 Marla,4,3,27000000,5.0
45709603,house,other,10 Marla,5,5,47500000,10.0
47210246,house,"dha defence, lahore, punjab",1 Kanal,6,5,107500000,20.0
47084028,house,"dha defence, lahore, punjab",1 Kanal,6,5,90000000,20.0
47384769,house,other,12 Marla,5,5,37000000,12.0
47384764,house,other,5 Marla,4,4,23000000,5.0
47384761,house,other,4.2 Marla,3,3,16500000,4.2
47384765,house,other,11 Marla,5,5,29000000,11.0
47289375,house,"dha defence, lahore, punjab",10 Marla,6,4,60000000,10.0
47288888,house,"dha defence, lahore, punjab",5 Marla,5,3,20000000,5.0
47394756,house,"dha defence, lahore, punjab",1 Kanal,6,5,75000000,20.0
47394853,flat,"gulberg, lahore, punjab",1.4 Marla,1,1,12700000,1.4
